T_B,T_S,prices,iter,sequence
"[311.2, 311.5, 311.7, 312.0]","[308.6, 307.2, 306.3, 305.8, 305.4, 304.9, 304.2, 303.5, 302.7, 302.0, 301.1, 300.3]","[31.17, 16.18, 16.18, 17.11]",255,"[[1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0]]"
"[311.0, 311.0, 311.0, 311.1]","[308.6, 307.2, 306.3, 305.8, 305.4, 304.9, 304.2, 303.5, 302.7, 302.0, 301.1, 300.3]","[16.18, 16.18, 17.11, 17.11]",270,"[[1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0]]"
