T_B,T_S,prices,loads,iter,sequence
"[320.5, 316.8, 313.1, 310.3]","[316.5, 315.7, 315.3, 315.0, 314.8, 314.4, 313.9, 313.3, 312.5, 311.5, 310.3, 309.3]","[41.06, 41.08, 7.16, 7.18, 7.18, 7.16, 41.2, 41.64]","[0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01]",10,"[[0, 0, 0], [0, 0, 0], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[319.7, 316.0, 312.5, 309.8]","[316.4, 315.6, 315.2, 315.0, 314.7, 314.3, 313.8, 313.2, 312.4, 311.4, 310.2, 309.2]","[41.08, 7.16, 7.18, 7.18, 7.16, 41.2, 41.64, 41.43]","[0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.02]",11,"[[0, 0, 0], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[318.9, 315.3, 311.9, 309.3]","[316.3, 315.6, 315.2, 315.0, 314.7, 314.3, 313.8, 313.1, 312.3, 311.3, 310.1, 308.9]","[7.16, 7.18, 7.18, 7.16, 41.2, 41.64, 41.43, 41.51]","[0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.02, 0.02]",12,"[[1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[321.9, 320.2, 319.4, 319.0]","[319.8, 318.6, 317.6, 316.6, 315.8, 315.2, 315.0, 315.0, 315.1, 315.1, 314.8, 314.5]","[7.18, 7.18, 7.16, 41.2, 41.64, 41.43, 41.51, 6.84]","[0.01, 0.01, 0.01, 0.01, 0.01, 0.02, 0.02, 0.04]",13,"[[0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[321.6, 320.0, 319.2, 317.4]","[319.7, 318.5, 317.5, 316.5, 315.7, 315.2, 315.0, 315.0, 315.1, 315.0, 314.8, 313.9]","[7.18, 7.16, 41.2, 41.64, 41.43, 41.51, 6.84, 6.65]","[0.01, 0.01, 0.01, 0.01, 0.02, 0.02, 0.04, 0.04]",14,"[[0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[321.5, 320.0, 319.1, 316.8]","[319.4, 318.2, 317.3, 316.3, 315.6, 315.1, 315.0, 315.0, 315.1, 314.9, 314.5, 312.8]","[7.16, 41.2, 41.64, 41.43, 41.51, 6.84, 6.65, 6.46]","[0.01, 0.01, 0.01, 0.02, 0.02, 0.04, 0.04, 0.04]",15,"[[0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [0, 0, 0], [0, 0, 0]]"
"[321.2, 319.8, 318.5, 315.5]","[319.2, 318.1, 317.1, 316.2, 315.5, 315.1, 315.0, 315.0, 315.0, 314.9, 314.3, 312.4]","[41.2, 41.64, 41.43, 41.51, 6.84, 6.65, 6.46, 6.4]","[0.01, 0.01, 0.02, 0.02, 0.04, 0.04, 0.04, 0.05]",16,"[[0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[320.9, 319.5, 317.9, 314.4]","[319.1, 318.0, 317.0, 316.2, 315.5, 315.1, 315.0, 315.0, 315.0, 314.8, 314.0, 312.0]","[41.64, 41.43, 41.51, 6.84, 6.65, 6.46, 6.4, 6.36]","[0.01, 0.02, 0.02, 0.04, 0.04, 0.04, 0.05, 0.05]",17,"[[0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [0, 0, 0], [0, 0, 0], [1, 1, 1], [0, 0, 0]]"
"[320.7, 319.2, 317.2, 313.5]","[318.9, 317.9, 316.9, 316.1, 315.4, 315.1, 315.0, 315.0, 315.0, 314.7, 313.7, 311.6]","[41.43, 41.51, 6.84, 6.65, 6.46, 6.4, 6.36, 6.34]","[0.02, 0.02, 0.04, 0.04, 0.04, 0.05, 0.05, 0.04]",18,"[[0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [0, 0, 0], [1, 1, 1], [0, 0, 0], [0, 0, 0]]"
"[320.1, 318.3, 315.8, 311.9]","[318.7, 317.6, 316.7, 315.9, 315.3, 315.1, 315.0, 315.0, 314.9, 314.4, 313.2, 310.9]","[41.51, 6.84, 6.65, 6.46, 6.4, 6.36, 6.34, 6.34]","[0.02, 0.04, 0.04, 0.04, 0.05, 0.05, 0.04, 0.04]",19,"[[0, 0, 0], [0, 0, 0], [1, 1, 1], [0, 0, 0], [0, 0, 0], [1, 1, 1], [0, 0, 0], [0, 0, 0]]"
"[319.4, 317.3, 314.4, 310.7]","[318.4, 317.4, 316.5, 315.8, 315.3, 315.1, 315.0, 315.0, 314.7, 314.0, 312.5, 310.2]","[6.84, 6.65, 6.46, 6.4, 6.36, 6.34, 6.34, 6.37]","[0.04, 0.04, 0.04, 0.05, 0.05, 0.04, 0.04, 0.05]",20,"[[0, 0, 0], [1, 1, 1], [0, 0, 0], [1, 1, 1], [0, 0, 0], [1, 1, 1], [0, 0, 0], [0, 0, 0]]"
