T_B,T_S,prices,loads,iter,sequence
"[314.0, 314.6, 313.7, 308.8]","[310, 310, 310, 310, 310, 310, 310, 310, 310, 310, 310, 310]","[14.64, 18.93, 45.56, 26.42]","[0.127, 0.124, 0.122, 0.124]",0,"[[1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0]]"
"[319.3, 318.9, 318.4, 317.7]","[318.8, 317.5, 315.8, 314.1, 312.6, 311.5, 310.8, 310.4, 310.2, 310.1, 310.0, 310.0]","[18.93, 45.56, 26.42, 18.0]","[0.124, 0.122, 0.124, 0.123]",1,"[[1, 1, 1], [0, 0, 0], [0, 0, 0], [1, 1, 1]]"
"[326.7, 326.0, 324.4, 323.5]","[318.7, 317.7, 316.1, 314.4, 312.9, 311.7, 310.9, 310.5, 310.2, 310.1, 310.0, 310.0]","[45.56, 26.42, 18.0, 17.17]","[0.122, 0.124, 0.123, 0.13]",2,"[[0, 0, 0], [1, 1, 1], [0, 0, 0], [1, 1, 1]]"
"[325.4, 323.4, 319.7, 314.2]","[314.8, 313.5, 312.3, 311.4, 310.8, 310.3, 310.0, 309.6, 309.2, 308.7, 308.4, 308.7]","[26.42, 18.0, 17.17, 16.19]","[0.124, 0.123, 0.13, 0.136]",3,"[[1, 1, 1], [0, 0, 0], [1, 1, 1], [0, 0, 0]]"
"[325.4, 323.4, 319.7, 314.2]","[313.2, 313.1, 312.8, 312.6, 312.3, 312.1, 311.8, 311.7, 311.7, 311.7, 311.7, 311.8]","[18.0, 17.17, 16.19, 30.74]","[0.123, 0.13, 0.136, 0.136]",4,"[[0, 0, 0], [1, 1, 1], [1, 1, 1], [0, 0, 0]]"
"[317.6, 313.8, 310.4, 308.0]","[312.9, 312.7, 312.4, 312.2, 312.0, 311.8, 311.7, 311.5, 311.1, 310.2, 309.0, 308.0]","[17.17, 16.19, 30.74, 31.17]","[0.13, 0.136, 0.136, 0.129]",5,"[[1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0]]"
"[317.2, 316.1, 314.9, 314.1]","[316.2, 314.3, 313.0, 312.2, 311.8, 311.7, 311.7, 311.8, 311.9, 312.0, 312.0, 312.0]","[16.19, 30.74, 31.17, 16.18]","[0.136, 0.136, 0.129, 0.124]",6,"[[1, 1, 1], [0, 0, 0], [0, 0, 0], [1, 1, 1]]"
"[326.2, 325.5, 324.0, 323.1]","[318.4, 318.1, 317.3, 316.0, 314.6, 313.5, 312.7, 312.2, 311.9, 311.8, 311.8, 311.9]","[30.74, 31.17, 16.18, 17.11]","[0.136, 0.129, 0.124, 0.109]",7,"[[0, 0, 0], [0, 0, 0], [1, 1, 1], [0, 0, 0]]"
"[325.3, 323.7, 320.5, 314.6]","[315.4, 314.4, 313.5, 312.8, 312.2, 311.7, 311.2, 310.5, 309.7, 308.8, 308.2, 308.0]","[31.17, 16.18, 17.11, 20.24]","[0.129, 0.124, 0.109, 0.109]",8,"[[0, 0, 0], [1, 1, 1], [1, 1, 1], [0, 0, 0]]"
"[316.9, 313.3, 310.2, 308.0]","[314.0, 313.2, 312.5, 311.9, 311.4, 310.8, 310.1, 309.3, 308.7, 308.3, 308.1, 308.0]","[16.18, 17.11, 20.24, 24.94]","[0.124, 0.109, 0.109, 0.106]",9,"[[1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0]]"
