T_B,T_S,prices,loads,iter,sequence
"[335.8, 335.4, 333.0, 323.8]","[314.2, 312.6, 311.2, 310.0, 309.1, 308.5, 308.2, 308.1, 308.0, 308.0, 308.0, 308.0]","[41.06, 41.08, 7.16, 7.18, 7.18, 7.16, 41.2, 41.64]","[0.14, 0.13, 0.13, 0.13, 0.13, 0.13, 0.14, 0.14]",10,"[[0, 0, 0], [0, 0, 0], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0]]"
"[331.9, 326.9, 319.6, 312.1]","[310.4, 309.5, 308.9, 308.4, 308.2, 308.1, 308.0, 308.0, 308.0, 308.0, 308.0, 308.0]","[41.08, 7.16, 7.18, 7.18, 7.16, 41.2, 41.64, 41.43]","[0.13, 0.13, 0.13, 0.13, 0.13, 0.14, 0.14, 0.14]",11,"[[0, 0, 0], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[317.2, 312.5, 309.5, 308.0]","[309.2, 308.7, 308.4, 308.2, 308.1, 308.0, 308.0, 308.0, 308.0, 308.0, 308.0, 308.0]","[7.16, 7.18, 7.18, 7.16, 41.2, 41.64, 41.43, 41.51]","[0.13, 0.13, 0.13, 0.13, 0.14, 0.14, 0.14, 0.15]",12,"[[1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[329.0, 327.8, 326.3, 325.0]","[309.2, 308.7, 308.4, 308.2, 308.1, 308.0, 308.0, 308.0, 308.0, 308.0, 308.0, 308.0]","[7.18, 7.18, 7.16, 41.2, 41.64, 41.43, 41.51, 6.84]","[0.13, 0.13, 0.13, 0.14, 0.14, 0.14, 0.15, 0.15]",13,"[[1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1]]"
"[331.6, 332.4, 333.3, 334.6]","[328.0, 320.2, 313.0, 309.5, 308.5, 308.2, 308.1, 308.0, 308.0, 308.0, 308.0, 308.0]","[7.18, 7.16, 41.2, 41.64, 41.43, 41.51, 6.84, 6.65]","[0.13, 0.13, 0.14, 0.14, 0.14, 0.15, 0.15, 0.15]",14,"[[1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [1, 1, 1]]"
"[332.1, 331.2, 329.5, 329.7]","[321.3, 318.6, 316.7, 319.1, 322.1, 321.4, 317.2, 312.8, 310.0, 308.7, 308.2, 308.1]","[7.16, 41.2, 41.64, 41.43, 41.51, 6.84, 6.65, 6.46]","[0.13, 0.14, 0.14, 0.14, 0.15, 0.15, 0.15, 0.15]",15,"[[1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [1, 1, 1], [1, 1, 1]]"
"[338.0, 338.0, 338.0, 338.0]","[318.5, 320.0, 318.5, 317.4, 319.4, 321.6, 320.7, 316.9, 312.8, 310.1, 308.8, 308.3]","[41.2, 41.64, 41.43, 41.51, 6.84, 6.65, 6.46, 6.4]","[0.14, 0.14, 0.14, 0.15, 0.15, 0.15, 0.15, 0.15]",16,"[[0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1]]"
"[338.0, 338.0, 338.0, 337.2]","[319.1, 318.6, 317.3, 315.2, 312.8, 310.8, 309.4, 308.6, 308.2, 308.0, 308.0, 308.0]","[41.64, 41.43, 41.51, 6.84, 6.65, 6.46, 6.4, 6.36]","[0.14, 0.14, 0.15, 0.15, 0.15, 0.15, 0.15, 0.16]",17,"[[0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1]]"
"[338.0, 337.6, 335.2, 325.6]","[313.2, 311.5, 310.1, 309.1, 308.5, 308.2, 308.1, 308.0, 308.0, 308.0, 308.0, 308.0]","[41.43, 41.51, 6.84, 6.65, 6.46, 6.4, 6.36, 6.34]","[0.14, 0.15, 0.15, 0.15, 0.15, 0.15, 0.16, 0.16]",18,"[[0, 0, 0], [0, 0, 0], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1]]"
"[334.5, 329.1, 320.6, 312.1]","[309.5, 308.8, 308.4, 308.2, 308.1, 308.0, 308.0, 308.0, 308.0, 308.0, 308.0, 308.0]","[41.51, 6.84, 6.65, 6.46, 6.4, 6.36, 6.34, 6.34]","[0.15, 0.15, 0.15, 0.15, 0.15, 0.16, 0.16, 0.16]",19,"[[0, 0, 0], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1]]"
"[315.5, 311.5, 309.6, 308.0]","[308.6, 308.3, 308.1, 308.1, 308.0, 308.0, 308.0, 308.0, 308.0, 308.0, 308.0, 308.0]","[6.84, 6.65, 6.46, 6.4, 6.36, 6.34, 6.34, 6.37]","[0.15, 0.15, 0.15, 0.15, 0.16, 0.16, 0.16, 0.16]",20,"[[1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1]]"
"[311.1, 311.0, 311.1, 311.1]","[311.0, 310.8, 310.4, 309.7, 309.0, 308.5, 308.2, 308.1, 308.0, 308.0, 308.0, 308.0]","[6.65, 6.46, 6.4, 6.36, 6.34, 6.34, 6.37, 6.41]","[0.15, 0.15, 0.15, 0.16, 0.16, 0.16, 0.16, 0.16]",21,"[[1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1]]"
"[311.1, 311.1, 311.1, 311.1]","[311.1, 311.1, 311.0, 310.8, 310.4, 309.9, 309.4, 308.9, 308.5, 308.3, 308.1, 308.1]","[6.46, 6.4, 6.36, 6.34, 6.34, 6.37, 6.41, 6.46]","[0.15, 0.15, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16]",22,"[[1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1]]"
