T_B,T_S,prices,loads,iter,sequence
"[324.5, 323.8, 322.8, 320.5]","[317.4, 316.3, 315.2, 314.3, 313.5, 312.8, 312.1, 311.4, 310.6, 309.7, 308.7, 308.0]","[41.06, 41.08, 7.16, 7.18, 7.18, 7.16, 41.2, 41.64, 41.43, 41.51, 6.84, 6.65, 6.46, 6.4, 6.36, 6.34]","[0.109, 0.109, 0.106, 0.106, 0.106, 0.106, 0.109, 0.11, 0.106, 0.106, 0.106, 0.106, 0.107, 0.106, 0.127, 0.124]",10,"[[1, 1, 1], [0, 0, 0], [1, 1, 1], [0, 0, 0], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [0, 0, 0], [1, 1, 1], [0, 0, 0], [1, 1, 1], [0, 0, 0]]"
"[323.0, 323.8, 322.9, 320.8]","[315.3, 315.3, 315.3, 315.1, 314.8, 314.4, 314.0, 313.7, 313.4, 313.3, 313.3, 313.4]","[41.08, 7.16, 7.18, 7.18, 7.16, 41.2, 41.64, 41.43, 41.51, 6.84, 6.65, 6.46, 6.4, 6.36, 6.34, 6.34]","[0.109, 0.106, 0.106, 0.106, 0.106, 0.109, 0.11, 0.106, 0.106, 0.106, 0.106, 0.107, 0.106, 0.127, 0.124, 0.122]",11,"[[0, 0, 0], [1, 1, 1], [0, 0, 0], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [0, 0, 0], [1, 1, 1], [0, 0, 0], [1, 1, 1], [1, 1, 1], [0, 0, 0]]"
"[317.1, 314.3, 311.4, 308.7]","[315.3, 315.3, 315.3, 315.1, 314.8, 314.4, 314.0, 313.7, 313.4, 313.3, 313.3, 313.4]","[7.16, 7.18, 7.18, 7.16, 41.2, 41.64, 41.43, 41.51, 6.84, 6.65, 6.46, 6.4, 6.36, 6.34, 6.34, 6.37]","[0.106, 0.106, 0.106, 0.106, 0.109, 0.11, 0.106, 0.106, 0.106, 0.106, 0.107, 0.106, 0.127, 0.124, 0.122, 0.124]",12,"[[1, 1, 1], [0, 0, 0], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [0, 0, 0], [1, 1, 1], [0, 0, 0], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0]]"
"[316.2, 315.6, 314.5, 312.5]","[319.2, 319.0, 318.3, 317.8, 317.1, 316.6, 316.1, 315.7, 315.4, 315.2, 315.0, 314.9]","[7.18, 7.18, 7.16, 41.2, 41.64, 41.43, 41.51, 6.84, 6.65, 6.46, 6.4, 6.36, 6.34, 6.34, 6.37, 6.41]","[0.106, 0.106, 0.106, 0.109, 0.11, 0.106, 0.106, 0.106, 0.106, 0.107, 0.106, 0.127, 0.124, 0.122, 0.124, 0.123]",13,"[[0, 0, 0], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [0, 0, 0], [1, 1, 1], [0, 0, 0], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0]]"
"[314.8, 313.2, 310.7, 308.0]","[318.2, 317.7, 317.1, 316.6, 316.1, 315.7, 315.3, 314.6, 313.6, 311.9, 309.8, 308.0]","[7.18, 7.16, 41.2, 41.64, 41.43, 41.51, 6.84, 6.65, 6.46, 6.4, 6.36, 6.34, 6.34, 6.37, 6.41, 6.46]","[0.106, 0.106, 0.109, 0.11, 0.106, 0.106, 0.106, 0.106, 0.107, 0.106, 0.127, 0.124, 0.122, 0.124, 0.123, 0.13]",14,"[[1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [0, 0, 0], [1, 1, 1], [0, 0, 0], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[318.0, 317.0, 316.1, 315.3]","[318.4, 317.7, 316.9, 316.3, 316.0, 316.0, 316.1, 316.3, 316.3, 316.2, 316.0, 315.5]","[7.16, 41.2, 41.64, 41.43, 41.51, 6.84, 6.65, 6.46, 6.4, 6.36, 6.34, 6.34, 6.37, 6.41, 6.46, 6.95]","[0.106, 0.109, 0.11, 0.106, 0.106, 0.106, 0.106, 0.107, 0.106, 0.127, 0.124, 0.122, 0.124, 0.123, 0.13, 0.136]",15,"[[1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [0, 0, 0], [1, 1, 1], [0, 0, 0], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[321.1, 319.4, 318.1, 317.0]","[322.6, 322.5, 322.3, 322.1, 321.8, 321.5, 321.2, 320.8, 320.3, 319.7, 319.1, 318.5]","[41.2, 41.64, 41.43, 41.51, 6.84, 6.65, 6.46, 6.4, 6.36, 6.34, 6.34, 6.37, 6.41, 6.46, 6.95, 41.51]","[0.109, 0.11, 0.106, 0.106, 0.106, 0.106, 0.107, 0.106, 0.127, 0.124, 0.122, 0.124, 0.123, 0.13, 0.136, 0.136]",16,"[[1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [0, 0, 0], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[322.2, 321.8, 321.4, 321.0]","[322.3, 322.1, 321.9, 321.8, 321.9, 322.0, 322.0, 322.0, 321.9, 321.6, 321.3, 321.0]","[41.64, 41.43, 41.51, 6.84, 6.65, 6.46, 6.4, 6.36, 6.34, 6.34, 6.37, 6.41, 6.46, 6.95, 41.51, 41.16]","[0.11, 0.106, 0.106, 0.106, 0.106, 0.107, 0.106, 0.127, 0.124, 0.122, 0.124, 0.123, 0.13, 0.136, 0.136, 0.129]",17,"[[0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [0, 0, 0], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[316.3, 313.5, 310.6, 308.1]","[322.3, 322.1, 321.9, 321.8, 321.9, 322.0, 322.0, 322.0, 321.8, 321.6, 321.3, 319.9]","[41.43, 41.51, 6.84, 6.65, 6.46, 6.4, 6.36, 6.34, 6.34, 6.37, 6.41, 6.46, 6.95, 41.51, 41.16, 41.07]","[0.106, 0.106, 0.106, 0.106, 0.107, 0.106, 0.127, 0.124, 0.122, 0.124, 0.123, 0.13, 0.136, 0.136, 0.129, 0.124]",18,"[[0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [0, 0, 0], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[312.7, 310.3, 308.7, 308.0]","[322.0, 321.9, 321.9, 321.9, 321.9, 321.8, 321.5, 320.7, 319.1, 316.4, 312.8, 309.5]","[41.51, 6.84, 6.65, 6.46, 6.4, 6.36, 6.34, 6.34, 6.37, 6.41, 6.46, 6.95, 41.51, 41.16, 41.07, 41.06]","[0.106, 0.106, 0.106, 0.107, 0.106, 0.127, 0.124, 0.122, 0.124, 0.123, 0.13, 0.136, 0.136, 0.129, 0.124, 0.109]",19,"[[0, 0, 0], [0, 0, 0], [1, 1, 1], [0, 0, 0], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[310.8, 309.2, 308.3, 308.0]","[321.9, 321.8, 321.6, 321.2, 320.4, 319.1, 317.2, 314.8, 312.3, 310.1, 308.7, 308.1]","[6.84, 6.65, 6.46, 6.4, 6.36, 6.34, 6.34, 6.37, 6.41, 6.46, 6.95, 41.51, 41.16, 41.07, 41.06, 41.08]","[0.106, 0.106, 0.107, 0.106, 0.127, 0.124, 0.122, 0.124, 0.123, 0.13, 0.136, 0.136, 0.129, 0.124, 0.109, 0.109]",20,"[[0, 0, 0], [1, 1, 1], [0, 0, 0], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[309.8, 308.7, 308.1, 308.0]","[320.9, 320.1, 318.9, 317.4, 315.5, 313.5, 311.5, 310.0, 308.9, 308.3, 308.1, 308.0]","[6.65, 6.46, 6.4, 6.36, 6.34, 6.34, 6.37, 6.41, 6.46, 6.95, 41.51, 41.16, 41.07, 41.06, 41.08, 7.16]","[0.106, 0.107, 0.106, 0.127, 0.124, 0.122, 0.124, 0.123, 0.13, 0.136, 0.136, 0.129, 0.124, 0.109, 0.109, 0.106]",21,"[[1, 1, 1], [0, 0, 0], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[316.6, 316.1, 314.7, 314.2]","[320.9, 320.1, 318.9, 317.4, 315.5, 313.5, 311.5, 310.0, 308.9, 308.3, 308.1, 308.0]","[6.46, 6.4, 6.36, 6.34, 6.34, 6.37, 6.41, 6.46, 6.95, 41.51, 41.16, 41.07, 41.06, 41.08, 7.16, 7.18]","[0.107, 0.106, 0.127, 0.124, 0.122, 0.124, 0.123, 0.13, 0.136, 0.136, 0.129, 0.124, 0.109, 0.109, 0.106, 0.106]",22,"[[1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[315.3, 315.0, 314.7, 314.5]","[315.1, 314.8, 314.7, 315.0, 315.6, 316.3, 316.9, 317.0, 316.6, 315.7, 314.5, 313.1]","[6.4, 6.36, 6.34, 6.34, 6.37, 6.41, 6.46, 6.95, 41.51, 41.16, 41.07, 41.06, 41.08, 7.16, 7.18, 7.18]","[0.106, 0.127, 0.124, 0.122, 0.124, 0.123, 0.13, 0.136, 0.136, 0.129, 0.124, 0.109, 0.109, 0.106, 0.106, 0.106]",23,"[[1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
