T_B,T_S,prices,loads,iter,sequence
"[317.2, 315.8, 314.8, 313.9]","[318.2, 317.8, 317.2, 316.7, 316.2, 315.7, 315.3, 314.9, 314.5, 314.1, 313.8, 313.5]","[7.18, 7.16, 41.2, 41.64, 41.43, 41.51, 6.84, 6.65, 6.46, 6.4, 6.36, 6.34, 6.34, 6.37, 6.41, 6.46]","[0.13, 0.13, 0.14, 0.14, 0.14, 0.15, 0.15, 0.15, 0.15, 0.15, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16]",14,"[[1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[317.2, 315.8, 314.8, 313.9]","[318.1, 318.0, 317.8, 317.6, 317.4, 317.1, 316.9, 316.7, 316.5, 316.4, 316.4, 316.4]","[7.16, 41.2, 41.64, 41.43, 41.51, 6.84, 6.65, 6.46, 6.4, 6.36, 6.34, 6.34, 6.37, 6.41, 6.46, 6.95]","[0.13, 0.14, 0.14, 0.14, 0.15, 0.15, 0.15, 0.15, 0.15, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16]",15,"[[1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[317.2, 315.8, 314.8, 313.9]","[321.6, 321.8, 322.2, 322.2, 322.2, 322.0, 321.6, 321.2, 320.7, 320.2, 319.7, 319.2]","[41.2, 41.64, 41.43, 41.51, 6.84, 6.65, 6.46, 6.4, 6.36, 6.34, 6.34, 6.37, 6.41, 6.46, 6.95, 41.51]","[0.14, 0.14, 0.14, 0.15, 0.15, 0.15, 0.15, 0.15, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16]",16,"[[1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[318.2, 318.0, 317.7, 317.6]","[321.6, 321.8, 322.2, 322.2, 322.2, 322.0, 321.6, 321.2, 320.7, 320.2, 319.7, 319.2]","[41.64, 41.43, 41.51, 6.84, 6.65, 6.46, 6.4, 6.36, 6.34, 6.34, 6.37, 6.41, 6.46, 6.95, 41.51, 41.16]","[0.14, 0.14, 0.15, 0.15, 0.15, 0.15, 0.15, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.15]",17,"[[0, 0, 0], [1, 1, 1], [0, 0, 0], [0, 0, 0], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[313.9, 311.5, 309.2, 308.0]","[321.9, 322.1, 322.1, 322.0, 321.7, 321.4, 320.9, 320.3, 319.2, 317.4, 314.2, 310.4]","[41.43, 41.51, 6.84, 6.65, 6.46, 6.4, 6.36, 6.34, 6.34, 6.37, 6.41, 6.46, 6.95, 41.51, 41.16, 41.07]","[0.14, 0.15, 0.15, 0.15, 0.15, 0.15, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.15, 0.14]",18,"[[1, 1, 1], [0, 0, 0], [0, 0, 0], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[314.8, 314.0, 313.3, 313.0]","[315.5, 317.5, 319.7, 321.1, 321.7, 321.7, 321.5, 321.1, 320.5, 319.6, 318.1, 315.7]","[41.51, 6.84, 6.65, 6.46, 6.4, 6.36, 6.34, 6.34, 6.37, 6.41, 6.46, 6.95, 41.51, 41.16, 41.07, 41.06]","[0.15, 0.15, 0.15, 0.15, 0.15, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.15, 0.14, 0.14]",19,"[[0, 0, 0], [0, 0, 0], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[313.8, 312.5, 310.4, 308.0]","[320.6, 321.1, 321.1, 320.7, 319.8, 318.5, 316.7, 314.3, 311.8, 309.7, 308.4, 308.0]","[6.84, 6.65, 6.46, 6.4, 6.36, 6.34, 6.34, 6.37, 6.41, 6.46, 6.95, 41.51, 41.16, 41.07, 41.06, 41.08]","[0.15, 0.15, 0.15, 0.15, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.15, 0.14, 0.14, 0.13]",20,"[[0, 0, 0], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[312.5, 310.8, 309.0, 308.0]","[319.0, 317.8, 316.2, 314.4, 312.6, 310.9, 309.6, 308.7, 308.3, 308.1, 308.0, 308.0]","[6.65, 6.46, 6.4, 6.36, 6.34, 6.34, 6.37, 6.41, 6.46, 6.95, 41.51, 41.16, 41.07, 41.06, 41.08, 7.16]","[0.15, 0.15, 0.15, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.15, 0.14, 0.14, 0.13, 0.13]",21,"[[1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[311.0, 311.0, 311.0, 311.0]","[311.9, 313.7, 315.4, 316.0, 315.6, 314.4, 312.9, 311.5, 310.2, 309.3, 308.7, 308.3]","[6.46, 6.4, 6.36, 6.34, 6.34, 6.37, 6.41, 6.46, 6.95, 41.51, 41.16, 41.07, 41.06, 41.08, 7.16, 7.18]","[0.15, 0.15, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.15, 0.14, 0.14, 0.13, 0.13, 0.13]",22,"[[1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[314.5, 313.5, 312.7, 312.1]","[314.5, 313.6, 313.0, 312.9, 313.2, 313.9, 314.4, 314.6, 314.3, 313.6, 312.6, 311.6]","[6.4, 6.36, 6.34, 6.34, 6.37, 6.41, 6.46, 6.95, 41.51, 41.16, 41.07, 41.06, 41.08, 7.16, 7.18, 7.18]","[0.15, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.15, 0.14, 0.14, 0.13, 0.13, 0.13, 0.13]",23,"[[1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
