T_B,T_S,prices,loads,iter,sequence
"[310, 310, 310, 310]","[310, 310, 310, 310, 310, 310, 310, 310, 310, 310, 310, 310]","[6.36, 6.34, 6.34, 6.37, 6.41, 6.46, 6.95, 41.51, 41.16, 41.07, 41.06, 41.08, 7.16, 7.18, 7.18, 7.16]","[0.127, 0.124, 0.122, 0.124, 0.123, 0.13, 0.136, 0.136, 0.129, 0.124, 0.109, 0.109, 0.106, 0.106, 0.106, 0.106]",0,"[[1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[311.3, 311.3, 311.1, 310.5]","[312.1, 311.9, 311.7, 311.4, 311.3, 311.3, 311.3, 311.1, 310.8, 310.4, 310.1, 310.0]","[6.34, 6.34, 6.37, 6.41, 6.46, 6.95, 41.51, 41.16, 41.07, 41.06, 41.08, 7.16, 7.18, 7.18, 7.16, 41.2]","[0.124, 0.122, 0.124, 0.123, 0.13, 0.136, 0.136, 0.129, 0.124, 0.109, 0.109, 0.106, 0.106, 0.106, 0.106, 0.109]",1,"[[1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [0, 0, 0]]"
"[311.8, 311.3, 311.3, 311.0]","[315.6, 315.6, 315.3, 314.8, 314.1, 313.4, 312.8, 312.3, 312.0, 311.8, 311.7, 311.7]","[6.34, 6.37, 6.41, 6.46, 6.95, 41.51, 41.16, 41.07, 41.06, 41.08, 7.16, 7.18, 7.18, 7.16, 41.2, 41.64]","[0.122, 0.124, 0.123, 0.13, 0.136, 0.136, 0.129, 0.124, 0.109, 0.109, 0.106, 0.106, 0.106, 0.106, 0.109, 0.11]",2,"[[1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [0, 0, 0], [0, 0, 0]]"
"[316.5, 315.3, 314.1, 313.2]","[317.5, 316.5, 315.8, 315.4, 315.1, 315.1, 315.2, 315.4, 315.3, 315.0, 314.4, 313.8]","[6.37, 6.41, 6.46, 6.95, 41.51, 41.16, 41.07, 41.06, 41.08, 7.16, 7.18, 7.18, 7.16, 41.2, 41.64, 41.43]","[0.124, 0.123, 0.13, 0.136, 0.136, 0.129, 0.124, 0.109, 0.109, 0.106, 0.106, 0.106, 0.106, 0.109, 0.11, 0.106]",3,"[[1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [0, 0, 0], [0, 0, 0], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[317.3, 316.8, 316.2, 315.5]","[317.2, 317.1, 317.0, 317.0, 316.8, 316.5, 316.4, 316.4, 316.4, 316.3, 315.8, 315.4]","[6.41, 6.46, 6.95, 41.51, 41.16, 41.07, 41.06, 41.08, 7.16, 7.18, 7.18, 7.16, 41.2, 41.64, 41.43, 41.51]","[0.123, 0.13, 0.136, 0.136, 0.129, 0.124, 0.109, 0.109, 0.106, 0.106, 0.106, 0.106, 0.109, 0.11, 0.106, 0.106]",4,"[[1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [0, 0, 0], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[317.3, 316.8, 316.2, 315.5]","[323.1, 322.6, 322.2, 321.6, 320.7, 320.1, 319.7, 319.5, 319.4, 319.2, 318.9, 318.4]","[6.46, 6.95, 41.51, 41.16, 41.07, 41.06, 41.08, 7.16, 7.18, 7.18, 7.16, 41.2, 41.64, 41.43, 41.51, 6.84]","[0.13, 0.136, 0.136, 0.129, 0.124, 0.109, 0.109, 0.106, 0.106, 0.106, 0.106, 0.109, 0.11, 0.106, 0.106, 0.106]",5,"[[1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [0, 0, 0], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[324.7, 323.4, 321.8, 320.6]","[324.5, 324.2, 323.8, 323.2, 322.9, 322.6, 322.1, 321.5, 320.8, 320.2, 319.8, 319.5]","[6.95, 41.51, 41.16, 41.07, 41.06, 41.08, 7.16, 7.18, 7.18, 7.16, 41.2, 41.64, 41.43, 41.51, 6.84, 6.65]","[0.136, 0.136, 0.129, 0.124, 0.109, 0.109, 0.106, 0.106, 0.106, 0.106, 0.109, 0.11, 0.106, 0.106, 0.106, 0.106]",6,"[[1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [0, 0, 0], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [0, 0, 0]]"
"[323.9, 323.5, 323.7, 323.8]","[324.6, 324.4, 324.2, 323.9, 323.7, 323.5, 323.3, 323.2, 323.3, 323.6, 323.8, 323.8]","[41.51, 41.16, 41.07, 41.06, 41.08, 7.16, 7.18, 7.18, 7.16, 41.2, 41.64, 41.43, 41.51, 6.84, 6.65, 6.46]","[0.136, 0.129, 0.124, 0.109, 0.109, 0.106, 0.106, 0.106, 0.106, 0.109, 0.11, 0.106, 0.106, 0.106, 0.106, 0.107]",7,"[[0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [0, 0, 0], [1, 1, 1], [1, 1, 1], [0, 0, 0], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [0, 0, 0]]"
"[315.9, 313.0, 310.4, 308.0]","[324.6, 324.4, 324.1, 323.9, 323.7, 323.4, 323.3, 323.2, 323.3, 323.6, 323.8, 322.9]","[41.16, 41.07, 41.06, 41.08, 7.16, 7.18, 7.18, 7.16, 41.2, 41.64, 41.43, 41.51, 6.84, 6.65, 6.46, 6.4]","[0.129, 0.124, 0.109, 0.109, 0.106, 0.106, 0.106, 0.106, 0.109, 0.11, 0.106, 0.106, 0.106, 0.106, 0.107, 0.106]",8,"[[0, 0, 0], [0, 0, 0], [1, 1, 1], [0, 0, 0], [1, 1, 1], [0, 0, 0], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [0, 0, 0], [1, 1, 1], [0, 0, 0]]"
"[311.0, 309.2, 308.3, 308.0]","[324.1, 323.9, 323.7, 323.5, 323.4, 323.3, 323.2, 322.6, 321.0, 317.7, 313.2, 309.5]","[41.07, 41.06, 41.08, 7.16, 7.18, 7.18, 7.16, 41.2, 41.64, 41.43, 41.51, 6.84, 6.65, 6.46, 6.4, 6.36]","[0.124, 0.109, 0.109, 0.106, 0.106, 0.106, 0.106, 0.109, 0.11, 0.106, 0.106, 0.106, 0.106, 0.107, 0.106, 0.127]",9,"[[0, 0, 0], [1, 1, 1], [0, 0, 0], [1, 1, 1], [0, 0, 0], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [1, 1, 1], [0, 0, 0], [1, 1, 1], [0, 0, 0]]"
