T_B,T_S,prices,loads,iter,sequence
"[310, 310, 310, 310]","[310, 310, 310, 310, 310, 310, 310, 310, 310, 310, 310, 310]","[18.97, 18.92, 18.21, 16.58, 16.27, 15.49, 14.64, 18.93, 45.56, 26.42, 18.0, 17.17, 16.19, 30.74, 31.17, 16.18]","[0.127, 0.124, 0.122, 0.124, 0.123, 0.13, 0.136, 0.136, 0.129, 0.124, 0.109, 0.109, 0.106, 0.106, 0.106, 0.106]",0,"[[1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[311.3, 311.1, 310.8, 310.5]","[311.5, 311.5, 311.4, 311.4, 311.3, 311.2, 311.1, 310.9, 310.8, 310.6, 310.4, 310.3]","[18.92, 18.21, 16.58, 16.27, 15.49, 14.64, 18.93, 45.56, 26.42, 18.0, 17.17, 16.19, 30.74, 31.17, 16.18, 17.11]","[0.124, 0.122, 0.124, 0.123, 0.13, 0.136, 0.136, 0.129, 0.124, 0.109, 0.109, 0.106, 0.106, 0.106, 0.106, 0.109]",1,"[[1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [1, 1, 1], [0, 0, 0]]"
"[312.5, 312.2, 311.8, 311.5]","[312.7, 312.6, 312.5, 312.4, 312.2, 312.1, 312.0, 311.8, 311.7, 311.6, 311.5, 311.4]","[18.21, 16.58, 16.27, 15.49, 14.64, 18.93, 45.56, 26.42, 18.0, 17.17, 16.19, 30.74, 31.17, 16.18, 17.11, 20.24]","[0.122, 0.124, 0.123, 0.13, 0.136, 0.136, 0.129, 0.124, 0.109, 0.109, 0.106, 0.106, 0.106, 0.106, 0.109, 0.11]",2,"[[1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [0, 0, 0], [0, 0, 0], [1, 1, 1], [0, 0, 0], [0, 0, 0]]"
"[313.6, 313.2, 312.9, 312.6]","[313.8, 313.7, 313.6, 313.4, 313.3, 313.2, 313.1, 313.0, 312.8, 312.7, 312.6, 312.5]","[16.58, 16.27, 15.49, 14.64, 18.93, 45.56, 26.42, 18.0, 17.17, 16.19, 30.74, 31.17, 16.18, 17.11, 20.24, 24.94]","[0.124, 0.123, 0.13, 0.136, 0.136, 0.129, 0.124, 0.109, 0.109, 0.106, 0.106, 0.106, 0.106, 0.109, 0.11, 0.106]",3,"[[1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [0, 0, 0], [0, 0, 0], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[317.3, 316.1, 315.1, 314.2]","[318.1, 317.8, 317.3, 316.9, 316.5, 316.0, 315.6, 315.2, 314.8, 314.4, 314.1, 313.8]","[16.27, 15.49, 14.64, 18.93, 45.56, 26.42, 18.0, 17.17, 16.19, 30.74, 31.17, 16.18, 17.11, 20.24, 24.94, 24.69]","[0.123, 0.13, 0.136, 0.136, 0.129, 0.124, 0.109, 0.109, 0.106, 0.106, 0.106, 0.106, 0.109, 0.11, 0.106, 0.106]",4,"[[1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [0, 0, 0], [0, 0, 0], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[318.4, 317.6, 317.0, 316.5]","[318.9, 318.4, 317.9, 317.4, 317.0, 316.8, 316.7, 316.7, 316.8, 316.8, 316.7, 316.5]","[15.49, 14.64, 18.93, 45.56, 26.42, 18.0, 17.17, 16.19, 30.74, 31.17, 16.18, 17.11, 20.24, 24.94, 24.69, 26.48]","[0.13, 0.136, 0.136, 0.129, 0.124, 0.109, 0.109, 0.106, 0.106, 0.106, 0.106, 0.109, 0.11, 0.106, 0.106, 0.106]",5,"[[1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[319.1, 318.5, 318.1, 317.8]","[319.4, 319.0, 318.6, 318.4, 318.2, 318.1, 318.1, 318.1, 318.0, 318.0, 317.8, 317.7]","[14.64, 18.93, 45.56, 26.42, 18.0, 17.17, 16.19, 30.74, 31.17, 16.18, 17.11, 20.24, 24.94, 24.69, 26.48, 30.15]","[0.136, 0.136, 0.129, 0.124, 0.109, 0.109, 0.106, 0.106, 0.106, 0.106, 0.109, 0.11, 0.106, 0.106, 0.106, 0.106]",6,"[[1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[322.7, 321.4, 320.1, 319.1]","[323.4, 323.3, 323.2, 323.1, 322.9, 322.6, 322.2, 321.7, 321.2, 320.6, 320.0, 319.5]","[18.93, 45.56, 26.42, 18.0, 17.17, 16.19, 30.74, 31.17, 16.18, 17.11, 20.24, 24.94, 24.69, 26.48, 30.15, 23.14]","[0.136, 0.129, 0.124, 0.109, 0.109, 0.106, 0.106, 0.106, 0.106, 0.109, 0.11, 0.106, 0.106, 0.106, 0.106, 0.107]",7,"[[0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[314.5, 311.8, 309.4, 308.0]","[323.4, 323.3, 323.2, 323.0, 322.7, 322.4, 321.9, 321.4, 320.8, 320.0, 318.4, 314.4]","[45.56, 26.42, 18.0, 17.17, 16.19, 30.74, 31.17, 16.18, 17.11, 20.24, 24.94, 24.69, 26.48, 30.15, 23.14, 24.11]","[0.129, 0.124, 0.109, 0.109, 0.106, 0.106, 0.106, 0.106, 0.109, 0.11, 0.106, 0.106, 0.106, 0.106, 0.107, 0.106]",8,"[[0, 0, 0], [0, 0, 0], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[310.9, 309.2, 308.3, 308.0]","[323.0, 322.7, 322.4, 322.0, 321.4, 320.7, 319.5, 317.8, 315.4, 312.7, 310.1, 308.5]","[26.42, 18.0, 17.17, 16.19, 30.74, 31.17, 16.18, 17.11, 20.24, 24.94, 24.69, 26.48, 30.15, 23.14, 24.11, 18.97]","[0.124, 0.109, 0.109, 0.106, 0.106, 0.106, 0.106, 0.109, 0.11, 0.106, 0.106, 0.106, 0.106, 0.107, 0.106, 0.127]",9,"[[0, 0, 0], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
