T_B,T_S,prices,iter,sequence
"[310.0, 310.0, 310.0, 310.0]","[320.0, 320.0, 320.0, 320.0, 320.0, 320.0, 320.0, 320.0, 320.0, 320.0, 320.0, 320.0]","[18.93, 45.56, 45.56, 26.42]",0,"[[0, 1, 0], [0, 1, 0], [0, 0, 0], [0, 0, 0]]"
"[319.1, 316.6, 313.8, 311.6]","[320.0, 320.0, 319.8, 319.5, 318.6, 317.1, 315.0, 312.8, 311.0, 310.0, 309.7, 309.7]","[18.93, 45.56, 45.56, 26.42]",15,"[[0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
