T_B,T_S,prices,iter,sequence
"[318.7, 315.9, 313.0, 311.2]","[320.0, 320.0, 319.9, 319.6, 318.9, 317.6, 315.6, 313.4, 311.4, 310.1, 309.6, 309.5]","[45.56, 45.56, 26.42, 89.0]",0,"[[0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]"
