T_B,T_S,prices,iter,sequence
"[311.2, 311.5, 311.9, 312.3]","[310.9, 310.9, 310.9, 310.9, 310.8, 310.5, 310.1, 309.6, 309.2, 309.0, 308.7, 309.6]","[6.41, 6.46, 6.95, 41.51, 41.16, 41.07, 41.06, 41.08]",60,"[[1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 1, 0]]"
"[321.8, 320.3, 317.9, 314.0]","[321.0, 319.9, 319.2, 318.7, 318.2, 317.9, 317.7, 317.4, 317.1, 316.7, 316.0, 314.2]","[41.07, 41.06, 41.08, 7.16, 7.18, 7.18, 7.16, 41.2]",135,"[[0, 0, 0], [0, 0, 0], [0, 1, 0], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 1, 0]]"
"[321.5, 319.9, 317.2, 313.4]","[320.8, 319.8, 319.1, 318.6, 318.2, 317.9, 317.6, 317.3, 317.0, 316.6, 315.7, 313.6]","[41.06, 41.08, 7.16, 7.18, 7.18, 7.16, 41.2, 41.64]",150,"[[0, 0, 0], [0, 1, 0], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 1, 0], [0, 1, 0]]"
