T_B,T_S,prices,iter,sequence
"[321.6, 319.0, 315.0, 310.9]","[317.6, 321.2, 323.8, 324.5, 323.8, 322.0, 319.4, 316.7, 314.2, 312.0, 309.7, 308.0]","[41.64, 41.43, 41.51, 6.84, 6.65, 6.46, 6.4, 6.36]",255,"[[0, 0, 0], [0, 0, 0], [0, 0, 0], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1]]"
"[315.1, 312.0, 309.5, 308.0]","[321.7, 323.4, 323.6, 322.5, 320.6, 318.1, 315.6, 313.2, 311.1, 309.4, 308.3, 308.0]","[41.43, 41.51, 6.84, 6.65, 6.46, 6.4, 6.36, 6.34]",270,"[[0, 0, 0], [0, 0, 0], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1]]"
"[311.7, 309.6, 308.4, 308.0]","[322.5, 321.6, 319.9, 317.8, 315.5, 313.2, 311.3, 309.8, 308.8, 308.2, 308.0, 308.0]","[41.51, 6.84, 6.65, 6.46, 6.4, 6.36, 6.34, 6.34]",285,"[[0, 0, 0], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1]]"
"[310.9, 309.2, 308.3, 308.0]","[317.7, 315.6, 313.6, 311.8, 310.3, 309.3, 308.6, 308.3, 308.2, 308.4, 308.5, 308.0]","[6.84, 6.65, 6.46, 6.4, 6.36, 6.34, 6.34, 6.37]",300,"[[1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1]]"
"[311.8, 311.5, 311.3, 311.2]","[311.8, 311.5, 311.6, 312.0, 312.8, 313.6, 314.0, 313.6, 312.5, 311.3, 310.2, 309.3]","[6.65, 6.46, 6.4, 6.36, 6.34, 6.34, 6.37, 6.41]",315,"[[1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1]]"
"[315.1, 314.7, 314.3, 313.9]","[314.8, 314.1, 313.5, 312.9, 312.4, 312.1, 312.0, 312.2, 312.5, 312.9, 313.1, 313.1]","[6.46, 6.4, 6.36, 6.34, 6.34, 6.37, 6.41, 6.46]",330,"[[1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1]]"
"[316.0, 315.9, 315.8, 315.7]","[316.0, 315.9, 315.8, 315.6, 315.3, 314.9, 314.5, 313.9, 313.4, 312.9, 312.6, 312.4]","[6.4, 6.36, 6.34, 6.34, 6.37, 6.41, 6.46, 6.95]",345,"[[1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1]]"
