,low_clouds,total_clouds,high_clouds,wind_speed_gust,pressure,mid_clouds,temp_air,v-component_of_wind_height_above_ground_0,v-component_of_wind_height_above_ground_1,u-component_of_wind_height_above_ground_0,u-component_of_wind_height_above_ground_1,ghi,dni,dhi
2021-08-08 16:00:00,3.0,3.0,0.0,7.918002,96928.27,0.0,18.375977,2.6452255,3.8949928,5.415756,6.300064,694.0911544541434,701.5073801248684,176.62006126136737
2021-08-08 17:00:00,4.0,4.0,0.0,7.2959547,96941.734,0.0,17.92566,2.812376,3.8915253,4.788439,5.896343,525.2993420919743,669.4546503324066,131.4851335460968
2021-08-08 18:00:00,2.0,2.0,0.0,6.4081106,96925.86,0.0,16.935242,2.3443146,3.028862,4.6027718,5.6011906,336.63312897943587,584.4187683985863,96.91761353853678
2021-08-08 19:00:00,2.0,2.0,0.0,5.9269276,96943.92,0.0,16.160645,2.355875,2.8535843,4.121973,5.182146,133.6490075780987,306.5618416151178,67.5746573132728
2021-08-08 20:00:00,2.0,2.0,0.0,6.710661,96933.46,0.0,15.48291,2.6866398,3.4205742,4.130869,5.7379303,1.1465003478102571,0.0,1.1465003478102571
2021-08-08 21:00:00,1.0,1.0,0.0,7.3258667,96995.6,0.0,14.895935,2.9281502,3.9777184,4.3647346,6.120802,0.0,0.0,0.0
2021-08-08 22:00:00,0.0,0.0,0.0,7.73198,96974.26,0.0,14.362762,3.4769707,4.7344933,4.3735313,6.0244865,0.0,0.0,0.0
2021-08-08 23:00:00,0.0,0.0,0.0,8.064302,96967.37,0.0,13.875732,4.37167,5.6004505,3.9137974,5.754078,0.0,0.0,0.0
2021-08-09 00:00:00,0.0,0.0,0.0,8.420425,96945.8,0.0,13.46344,4.6997395,6.1278667,3.799591,5.7599125,0.0,0.0,0.0
2021-08-09 01:00:00,1.0,1.0,0.0,8.559287,96935.93,0.0,13.065155,4.7732944,6.1985188,3.807372,5.7699986,0.0,0.0,0.0
2021-08-09 02:00:00,1.0,1.0,0.0,8.696352,96944.67,0.0,12.882446,5.1679497,6.777952,3.340783,5.3801003,0.0,0.0,0.0
2021-08-09 03:00:00,1.0,1.0,0.0,8.455435,96935.125,0.0,13.030701,4.681919,6.5090427,3.6301327,5.3171387,0.0,0.0,0.0
2021-08-09 04:00:00,1.0,1.0,0.0,8.193534,96953.695,0.0,12.88623,4.441168,6.160883,3.370162,5.299101,0.0,0.0,0.0
2021-08-09 05:00:00,1.0,1.0,0.0,8.1306,96961.516,0.0,12.584106,3.9708042,5.789072,3.7878742,5.6832542,0.0,0.0,0.0
2021-08-09 06:00:00,1.0,1.0,0.0,7.9948735,97028.83,0.0,12.514069,3.7957077,5.3743057,3.9579926,5.9227104,0.0,0.0,0.0
2021-08-09 07:00:00,2.0,2.0,0.0,8.02465,97042.7,0.0,12.824707,3.1006584,4.836485,4.3099384,6.3713303,47.34106090767857,64.67796031814026,39.71341257138088
