,low_clouds,total_clouds,high_clouds,wind_speed_gust,pressure,mid_clouds,temp_air,v-component_of_wind_height_above_ground_0,v-component_of_wind_height_above_ground_1,u-component_of_wind_height_above_ground_0,u-component_of_wind_height_above_ground_1,ghi,dni,dhi
2021-10-18 00:00:00,0.0,0.0,0.0,11.100053,97122.65,0.0,7.93338,-0.59985065,-1.6767254,4.7355175,8.236736,0.0,0.0,0.0
2021-10-18 01:00:00,81.0,81.0,0.0,9.15116,97192.37,0.0,7.537903,0.1695261,-0.31702518,4.389426,7.4522667,0.0,0.0,0.0
2021-10-18 02:00:00,92.0,92.0,0.0,9.911509,97158.02,0.0,8.367767,-0.30607033,-0.6277981,4.7224073,7.197466,0.0,0.0,0.0
2021-10-18 03:00:00,7.0,7.0,0.0,9.522145,97194.7,0.0,7.461426,-0.6031704,-1.6583824,4.3353424,6.913742,0.0,0.0,0.0
2021-10-18 04:00:00,3.0,3.0,0.0,9.078296,97142.586,0.0,6.976227,-0.7935562,-1.9767532,3.9430218,6.4694633,0.0,0.0,0.0
2021-10-18 05:00:00,6.0,6.0,0.0,9.388404,97172.664,0.0,6.72171,-1.0536747,-1.9769459,4.2111874,6.7802095,0.0,0.0,0.0
2021-10-18 06:00:00,14.0,14.0,0.0,9.436934,97242.1,0.0,6.631012,-1.0999746,-1.97546,4.352515,7.3385277,0.0,0.0,0.0
2021-10-18 07:00:00,9.0,9.0,0.0,8.600752,97248.25,0.0,6.710449,-0.92189217,-2.0531788,4.3062515,7.1223516,0.0,0.0,0.0
2021-10-18 08:00:00,1.0,1.0,0.0,7.5113206,97337.3,0.0,7.240753,-1.5433416,-2.90341,3.1468725,5.329808,53.88958700885215,118.2873646836343,40.21337391584874
2021-10-18 09:00:00,7.0,7.0,0.0,8.512254,97389.195,0.0,8.723785,-1.1642351,-1.8468723,3.7841454,4.9950457,232.32199582963963,502.1450730256107,81.19460019807772
2021-10-18 10:00:00,41.0,41.0,0.0,7.8059096,97440.305,0.0,9.975006,-1.9895153,-2.6109295,4.212062,5.1694603,310.247922923614,265.35179324153154,188.55450262917452
2021-10-18 11:00:00,68.0,68.0,0.0,6.36409,97463.9,0.0,10.704895,-2.005352,-2.856676,3.981781,4.8279676,313.45231060265655,94.10659056508408,259.0768427888825
2021-10-18 12:00:00,45.0,45.0,0.0,5.8429804,97430.23,0.0,12.006836,-1.8002949,-2.4833193,4.2826395,4.9060335,457.6811383848644,242.3463940679441,300.05490704320925
2021-10-18 13:00:00,40.0,40.0,0.0,5.537268,97446.65,0.0,12.618378,-0.7914295,-1.4161968,4.364464,4.951825,497.03447680704164,286.15096577073996,304.8885554869527
2021-10-18 14:00:00,37.0,37.0,0.0,5.9233704,97421.94,0.0,12.300415,1.0061245,0.6639881,5.0452795,5.756796,481.6387298149013,315.2490135757397,280.01586730950896
2021-10-18 15:00:00,13.0,13.0,0.0,5.5758834,97399.22,0.0,12.675018,1.3535757,1.2412758,4.827903,5.37836,491.8239545417457,614.8208742514589,149.47029144582757
2021-10-18 16:00:00,1.0,1.0,0.0,5.252899,97368.3,0.0,12.3089905,1.6917782,1.988493,4.357423,4.9045963,386.16818357497107,712.8486401780315,80.41167782045915
