,low_clouds,total_clouds,high_clouds,wind_speed_gust,pressure,mid_clouds,temp_air,v-component_of_wind_height_above_ground_0,v-component_of_wind_height_above_ground_1,u-component_of_wind_height_above_ground_0,u-component_of_wind_height_above_ground_1,ghi,dni,dhi
2021-11-02 13:00:00,52.0,78.0,78.0,2.263572,97954.7,0.0,15.272034,0.017658234,0.18472004,-1.7642164,-2.0128193,294.38846605931434,56.130991921706965,260.54207223744817
2021-11-02 14:00:00,34.0,100.0,100.0,1.5082784,97951.77,0.0,15.874207,0.17059135,0.0689621,-0.9779768,-1.3247547,195.5381451472301,8.162851636848718,190.88182817003084
2021-11-02 15:00:00,66.0,66.0,4.0,1.6462696,97959.59,0.0,16.15689,0.75045776,0.5602226,-0.38944912,-0.9745159,263.767920553239,101.88300857574573,214.03351438663486
2021-11-02 16:00:00,61.0,61.0,0.0,1.6708219,98010.35,0.0,15.92926,0.49550533,0.49040413,-0.6781168,-1.3328762,190.26543722207148,110.9879219579101,150.11366050319248
2021-11-02 17:00:00,45.0,45.0,0.0,1.448978,97905.27,0.0,15.726013,0.10212326,-0.027503967,-0.83544254,-1.1866207,96.36740682089497,105.55802000744495,75.26819666361718
2021-11-02 18:00:00,13.0,13.0,0.0,1.9694085,97914.555,0.0,14.787018,-0.84992695,-0.96957016,-0.99570847,-1.7574711,1.149596403813077,0.0,1.149596403813077
2021-11-02 19:00:00,2.0,2.0,0.0,2.165007,97948.72,0.0,13.841095,-0.9715996,-1.1532497,-1.3384857,-2.1545105,0.0,0.0,0.0
2021-11-02 20:00:00,3.0,3.0,0.0,1.8708068,97956.59,0.0,13.328888,-0.88658905,-1.1757488,-1.1409225,-1.9736252,0.0,0.0,0.0
2021-11-02 21:00:00,1.0,1.0,0.0,1.3749936,97956.57,0.0,12.720154,-0.91955376,-1.4681015,-0.24651718,-1.0896664,0.0,0.0,0.0
2021-11-02 22:00:00,0.0,0.0,0.0,1.2725163,98005.086,0.0,12.495239,-0.82591057,-1.3108711,-0.32341766,-1.0292931,0.0,0.0,0.0
2021-11-02 23:00:00,0.0,0.0,0.0,1.1745164,98030.19,0.0,12.262878,-0.86776924,-1.2159443,-0.3743353,-0.87633514,0.0,0.0,0.0
2021-11-03 00:00:00,0.0,0.0,0.0,0.9739458,98033.625,0.0,12.039124,-0.8444767,-0.9879112,-0.2951994,-0.56259346,0.0,0.0,0.0
2021-11-03 01:00:00,0.0,0.0,0.0,0.7076767,97976.36,0.0,11.774902,-0.42742157,-0.41800308,-0.5110359,-0.7342243,0.0,0.0,0.0
2021-11-03 02:00:00,0.0,0.0,0.0,0.58966804,97969.36,0.0,11.390259,0.010707855,-0.21061707,0.62724686,-0.37674713,0.0,0.0,0.0
2021-11-03 03:00:00,0.0,21.0,21.0,0.9251974,97953.54,0.0,10.941315,-0.11601639,-0.061784744,0.9481945,0.44278526,0.0,0.0,0.0
2021-11-03 04:00:00,14.0,93.0,93.0,1.4945345,97909.45,0.0,10.44519,0.083952904,-0.12435818,1.3756714,0.30771065,0.0,0.0,0.0
2021-11-03 05:00:00,46.0,100.0,100.0,1.9005222,97878.984,0.0,10.0401,-0.07045841,-0.26803684,1.6995783,0.5863514,0.0,0.0,0.0
