,low_clouds,total_clouds,high_clouds,wind_speed_gust,pressure,mid_clouds,temp_air,v-component_of_wind_height_above_ground_0,v-component_of_wind_height_above_ground_1,u-component_of_wind_height_above_ground_0,u-component_of_wind_height_above_ground_1,ghi,dni,dhi
2021-10-16 10:00:00,0.0,0.0,0.0,5.2680244,97490.4,0.0,19.058899,0.010417938,0.41252327,-3.9282608,-4.802641,431.56556064532714,751.0720066086685,81.13579417015347
2021-10-16 11:00:00,0.0,0.0,0.0,4.556936,97499.36,0.0,21.16681,0.19810772,0.25163078,-3.7551308,-4.3579426,570.9080505643697,804.10407099277,99.45414980466848
2021-10-16 12:00:00,0.0,0.0,0.0,3.5328188,97440.81,0.0,23.029755,0.51094437,0.68901443,-2.8021574,-3.3325253,656.5736228142006,819.9071263918706,115.92319057768532
2021-10-16 13:00:00,0.0,0.0,0.0,2.3897932,97384.234,0.0,24.87732,0.9960127,1.0188408,-1.5254164,-1.8328743,681.7879922297004,822.7485769253145,121.60548661145583
2021-10-16 14:00:00,0.0,0.0,0.0,1.0626616,97305.03,0.0,25.831787,0.6024704,0.53220177,0.24246407,-0.0981617,644.6268564977809,818.2925451168014,113.36853762258647
2021-10-16 15:00:00,0.0,0.0,0.0,2.129747,97229.58,0.0,25.997375,0.14312744,0.22585487,2.2296705,1.9415016,547.9174686435982,798.0157297023483,95.73202822941693
2021-10-16 16:00:00,0.0,0.0,0.0,3.273711,97180.94,0.0,25.054321,0.74432564,0.8926697,2.824997,3.1652699,399.40950433235514,731.6166933879782,78.43492494593033
2021-10-16 17:00:00,0.0,0.0,0.0,3.1835759,97142.2,0.0,23.093903,0.60639954,0.7582283,2.456522,2.7783642,213.60848757457543,530.283644724785,68.21071255818211
2021-10-16 18:00:00,0.0,0.0,0.0,3.1558247,97132.14,0.0,20.765808,0.93971825,1.2288551,2.1611118,2.7714958,30.231536580416073,18.82145924334608,28.64576724426279
2021-10-16 19:00:00,0.0,0.0,0.0,3.6410422,97115.63,0.0,18.005524,1.2089558,1.664938,2.3667107,3.4343204,0.0,0.0,0.0
2021-10-16 20:00:00,0.0,0.0,0.0,3.4656732,97165.086,0.0,17.086823,1.035716,0.77388763,2.6763163,3.6571732,0.0,0.0,0.0
2021-10-16 21:00:00,0.0,0.0,0.0,4.0868897,97206.62,0.0,15.376831,1.2602625,1.6426907,2.9231005,4.054262,0.0,0.0,0.0
2021-10-16 22:00:00,0.0,0.0,0.0,5.02267,97235.2,0.0,14.251038,1.8456936,2.8817387,3.1451674,4.297018,0.0,0.0,0.0
2021-10-16 23:00:00,0.0,0.0,0.0,4.7787933,97219.27,0.0,14.002869,2.2172594,3.6951752,2.6686106,3.781807,0.0,0.0,0.0
2021-10-17 00:00:00,0.0,0.0,0.0,5.130079,97136.56,0.0,13.898773,2.920144,4.3182106,2.2885933,3.5133152,0.0,0.0,0.0
2021-10-17 01:00:00,0.0,19.0,19.0,5.682429,97124.414,0.0,14.140381,3.36724,5.201048,2.0707722,3.6864758,0.0,0.0,0.0
