,low_clouds,total_clouds,high_clouds,wind_speed_gust,pressure,mid_clouds,temp_air,v-component_of_wind_height_above_ground_0,v-component_of_wind_height_above_ground_1,u-component_of_wind_height_above_ground_0,u-component_of_wind_height_above_ground_1,ghi,dni,dhi
2021-08-26 20:00:00,0.0,0.0,0.0,3.0988681,97007.01,0.0,21.88153,0.3316641,-1.4236774,2.265398,3.6461334,0.0,0.0,0.0
2021-08-26 21:00:00,0.0,0.0,0.0,3.384745,97006.51,0.0,21.71228,0.33421803,-1.6742363,2.3291016,4.1046886,0.0,0.0,0.0
2021-08-26 22:00:00,0.0,0.0,0.0,3.6230917,97010.414,0.0,21.85559,0.063705444,-1.6737175,2.48382,4.201353,0.0,0.0,0.0
2021-08-26 23:00:00,0.0,0.0,0.0,3.3550987,96911.45,0.0,21.68158,0.4045906,-1.85536,2.4411278,3.7628555,0.0,0.0,0.0
2021-08-27 00:00:00,0.0,0.0,0.0,3.4767818,96880.875,0.0,21.207,0.4678135,-1.5814419,2.2810707,3.6657715,0.0,0.0,0.0
2021-08-27 01:00:00,0.0,0.0,0.0,3.2833822,96883.2,0.0,20.41858,1.1503344,-0.98114204,2.3963852,3.2655087,0.0,0.0,0.0
2021-08-27 02:00:00,0.0,0.0,0.0,3.0826726,96865.91,0.0,19.394012,1.726244,-0.52591896,1.9920578,2.813015,0.0,0.0,0.0
2021-08-27 03:00:00,0.0,0.0,0.0,2.9743876,96853.2,0.0,19.38852,2.445551,-0.036376953,1.5211983,2.13451,0.0,0.0,0.0
2021-08-27 04:00:00,0.0,0.0,0.0,2.3437216,96830.414,0.0,19.587097,1.7208443,-0.56544113,1.3243828,1.3909054,0.0,0.0,0.0
2021-08-27 05:00:00,0.0,0.0,0.0,2.2382414,96848.49,0.0,19.569916,1.3566685,-0.91825485,1.5282307,1.2668076,0.0,0.0,0.0
2021-08-27 06:00:00,0.0,0.0,0.0,1.5025953,96823.61,0.0,20.108368,0.20446014,-1.9229889,0.836586,-0.09371185,0.0,0.0,0.0
2021-08-27 07:00:00,0.0,0.0,0.0,1.3837974,96848.61,0.0,20.382812,-0.87376785,-1.4025879,-0.31578445,-1.0384464,17.53430755680021,0.0,17.53430755680021
2021-08-27 08:00:00,0.0,0.0,0.0,1.4245346,96873.94,0.0,21.120483,-0.09512138,-0.6462517,-1.2133427,-1.904911,195.97442508618673,447.8291566404875,74.23886237699828
2021-08-27 09:00:00,0.0,0.0,0.0,2.606802,96874.31,0.0,25.331818,-0.37870407,-0.626421,-1.1929302,-2.240202,404.30305575835496,676.9919001854322,91.09891822928608
2021-08-27 10:00:00,0.0,0.0,0.0,4.1438365,96880.08,0.0,28.010864,-1.6682606,-2.1703167,-1.5672855,-2.0109634,592.1401126310307,749.9945479617517,120.3458121590154
2021-08-27 11:00:00,0.0,0.0,0.0,3.2743478,96880.3,0.0,29.717224,-1.5476665,-1.7970104,-1.3722057,-1.8242111,741.1990639442224,764.9124321334898,160.0625571571195
2021-08-27 12:00:00,0.0,0.0,0.0,2.371962,96870.28,0.0,30.847565,-1.1603069,-1.5440388,-0.0023269653,-0.4164276,839.7313303050034,761.5222272810506,195.6716684392892
