,low_clouds,total_clouds,high_clouds,wind_speed_gust,pressure,mid_clouds,temp_air,v-component_of_wind_height_above_ground_0,v-component_of_wind_height_above_ground_1,u-component_of_wind_height_above_ground_0,u-component_of_wind_height_above_ground_1,ghi,dni,dhi
2021-08-17 13:00:00,23.0,23.0,0.0,6.7122607,96764.15,0.0,19.148743,3.5755005,4.13225,4.3373957,5.285637,768.6219780280978,437.4385738723956,371.8513675009946
2021-08-17 14:00:00,0.0,0.0,0.0,6.9808245,96722.05,0.0,20.937286,3.577999,4.2416286,4.6606216,5.4491596,886.5615230262123,745.0319529868689,221.98120741224068
2021-08-17 15:00:00,0.0,0.0,0.0,7.4742007,96689.14,0.0,22.027557,3.9787693,4.829685,4.8211727,5.68112,810.809726937603,751.8806507610032,189.987251434952
2021-08-17 16:00:00,0.0,0.0,0.0,7.3984613,96606.125,0.0,22.24408,4.1628532,5.0487576,4.6591015,5.401106,681.9743349567922,751.0466251463465,146.80133066560347
2021-08-17 17:00:00,0.0,0.0,0.0,7.23094,96585.17,0.0,22.033905,4.1033325,4.6592827,4.238249,4.8274746,510.1828924145028,718.5037219025166,107.57320244408356
2021-08-17 18:00:00,0.0,0.0,0.0,7.608677,96548.44,0.0,19.753754,4.7208366,5.51845,4.336686,5.1849327,308.8931824380132,579.7271678754089,88.9546029838788
2021-08-17 19:00:00,0.0,0.0,0.0,7.3050175,96568.38,0.0,18.10025,4.7620754,5.48468,3.7498875,4.7769337,103.8181333963623,243.20116794061454,59.5532063267327
2021-08-17 20:00:00,0.0,0.0,0.0,7.2125297,96501.25,0.0,15.882385,4.803705,5.5984173,2.952757,4.4095497,0.0,0.0,0.0
2021-08-17 21:00:00,0.0,0.0,0.0,6.9074397,96571.7,0.0,14.731903,4.59083,5.7067432,2.0944853,3.5931664,0.0,0.0,0.0
2021-08-17 22:00:00,0.0,0.0,0.0,7.250959,96557.6,0.0,14.342773,4.902046,6.125017,1.7894039,2.8746395,0.0,0.0,0.0
2021-08-17 23:00:00,1.0,1.0,0.0,8.395826,96591.95,0.0,13.146637,5.694599,8.066885,1.4540243,2.4065838,0.0,0.0,0.0
2021-08-18 00:00:00,1.0,1.0,0.0,8.830912,96594.266,0.0,13.091675,6.0882816,8.456106,1.3740044,2.53899,0.0,0.0,0.0
2021-08-18 01:00:00,0.0,0.0,0.0,7.798589,96595.98,0.0,14.4410095,5.5342884,7.6759815,1.272665,2.1386395,0.0,0.0,0.0
2021-08-18 02:00:00,0.0,0.0,0.0,6.5069094,96626.7,0.0,14.993622,4.5198746,6.085245,1.17101,2.12846,0.0,0.0,0.0
2021-08-18 03:00:00,0.0,1.0,1.0,5.4882083,96634.055,0.0,15.0243225,4.0573425,4.805029,1.0497503,1.6750469,0.0,0.0,0.0
2021-08-18 04:00:00,0.0,0.0,0.0,4.990544,96693.664,0.0,14.846558,3.8282661,4.6008797,0.89963436,1.3524361,0.0,0.0,0.0
2021-08-18 05:00:00,0.0,0.0,0.0,6.589109,96737.516,0.0,14.054016,4.554369,6.43264,0.7138405,1.1435566,0.0,0.0,0.0
