T_B,T_S,prices,iter,sequence
"[320.2, 319.7, 319.1, 318.3]","[309.4, 307.6, 306.7, 306.1, 305.8, 305.6, 305.4, 304.9, 304.0, 302.8, 301.4, 300.3]","[18.97, 18.97, 18.92, 18.92]",0,"[[0, 1, 0], [0, 1, 0], [0, 0, 0], [0, 0, 0]]"
