T_B,T_S,prices,iter,sequence
"[320.2, 319.7, 319.1, 318.3]","[309.4, 307.6, 306.7, 306.1, 305.8, 305.6, 305.4, 304.9, 304.0, 302.8, 301.4, 300.3]","[18.93, 20.56, 20.56, 18.93]",0,"[[1, 1, 1], [1, 1, 1], [0, 0, 0], [0, 0, 0]]"
"[317.3, 317.7, 317.9, 318.3]","[309.9, 307.7, 306.8, 306.1, 305.8, 305.6, 305.4, 304.9, 304.1, 302.9, 301.5, 300.4]","[18.93, 20.56, 20.56, 18.93]",15,"[[1, 1, 1], [0, 0, 0], [1, 1, 1], [0, 0, 0]]"
