,low_clouds,total_clouds,high_clouds,wind_speed_gust,pressure,mid_clouds,temp_air,v-component_of_wind_height_above_ground_0,v-component_of_wind_height_above_ground_1,u-component_of_wind_height_above_ground_0,u-component_of_wind_height_above_ground_1,ghi,dni,dhi
2021-06-20 01:00:00,2.0,2.0,0.0,7.8649054,96626.734,0.0,14.3993225,2.74996,4.7028313,4.539213,6.2766304,0.0,0.0,0.0
2021-06-20 02:00:00,2.0,2.0,0.0,8.0242195,96600.055,0.0,13.70752,2.7195778,4.684267,4.739294,6.483391,0.0,0.0,0.0
2021-06-20 03:00:00,4.0,4.0,0.0,8.1927185,96638.7,0.0,13.152527,2.6815395,4.571396,4.7211494,6.7531166,0.0,0.0,0.0
2021-06-20 04:00:00,25.0,25.0,0.0,7.905303,96646.61,0.0,12.244232,1.5539722,3.1576939,5.055089,7.2155876,0.0,0.0,0.0
2021-06-20 05:00:00,31.0,31.0,0.0,8.236812,96703.48,0.0,11.361267,1.2440319,2.4969292,5.354685,7.812502,0.0,0.0,0.0
2021-06-20 06:00:00,54.0,54.0,0.0,9.101437,96718.73,0.0,10.817322,1.7256908,2.88805,5.656641,8.595526,1.397094681081209,0.0,1.397094681081209
2021-06-20 07:00:00,85.0,85.0,0.0,8.173925,96777.95,0.0,11.276459,2.1393414,3.2436333,4.5655355,6.816078,58.97713452932919,0.0,58.97713452932919
2021-06-20 08:00:00,54.0,54.0,0.0,8.085986,96779.2,0.0,12.454285,1.9984589,3.1055832,5.0672092,7.013604,213.9872101013011,133.13918720317588,160.88307404119706
2021-06-20 09:00:00,28.0,28.0,0.0,7.9430246,96822.016,0.0,13.555786,1.9467659,3.0946865,5.2407494,6.7812023,430.8416722609122,363.5478486199463,221.18980037669905
2021-06-20 10:00:00,27.0,27.0,0.0,7.6094017,96857.93,0.0,14.5347595,2.3054142,3.2099762,5.0314617,6.3971815,578.1668373967306,380.99756883376824,299.3329318664489
2021-06-20 11:00:00,26.0,26.0,0.0,7.5390787,96866.164,0.0,15.720978,2.20368,3.1777878,5.0785065,6.2056446,697.408231400875,402.98811079279494,353.3381659087138
2021-06-20 12:00:00,11.0,11.0,0.0,7.8294325,96870.27,0.0,16.539734,2.2246532,3.1650028,5.6130953,6.712816,863.9676051871994,545.7251550540808,354.1463413800259
2021-06-20 13:00:00,6.0,6.0,0.0,8.414968,96876.1,0.0,17.247833,2.0753345,3.3235989,6.222826,7.4498806,930.6785968224602,618.503331970395,332.20950641500576
2021-06-20 14:00:00,7.0,7.0,0.0,9.73567,96892.91,0.0,17.281006,2.5512962,3.7273808,6.9723053,8.537994,907.1497028230821,604.9787572917573,331.37909115277
2021-06-20 15:00:00,9.0,9.0,0.0,10.440039,96878.32,0.0,17.065338,2.5433712,3.9751358,7.3255196,9.122118,826.2723740639012,589.6848782312885,302.85206259586084
2021-06-20 16:00:00,9.0,9.0,0.0,10.7735195,96866.01,0.0,16.420593,2.6267548,4.0394306,7.5240536,9.455391,711.1266678140157,612.5400897662781,233.5314933863536
2021-06-20 17:00:00,13.0,13.0,0.0,10.506468,96851.3,0.0,15.236176,2.3585396,3.6938248,7.2216835,9.339659,542.1837017917343,565.9431523196033,182.65036761228197
