,low_clouds,total_clouds,high_clouds,wind_speed_gust,pressure,mid_clouds,temp_air,v-component_of_wind_height_above_ground_0,v-component_of_wind_height_above_ground_1,u-component_of_wind_height_above_ground_0,u-component_of_wind_height_above_ground_1,ghi,dni,dhi
2021-08-27 18:00:00,0.0,0.0,0.0,4.6605587,96579.61,0.0,29.513489,0.50528336,0.58986473,2.6894817,3.170084,267.29492275698743,547.2355173174547,82.20085304574249
2021-08-27 19:00:00,0.0,0.0,0.0,3.6862295,96491.08,0.0,28.010712,0.7311039,-0.5529785,1.6213856,3.2730865,65.94669684383737,136.14697409431946,47.150904235549646
2021-08-27 20:00:00,0.0,0.0,0.0,3.9784617,96540.65,0.0,25.77301,-2.543394,-3.893177,0.90447617,3.1127796,0.0,0.0,0.0
2021-08-27 21:00:00,0.0,0.0,0.0,4.235563,96612.88,0.0,25.192993,-2.980135,-4.058811,1.1797905,3.840662,0.0,0.0,0.0
2021-08-27 22:00:00,0.0,0.0,0.0,4.1582294,96628.81,0.0,25.28711,-2.7329483,-3.6070824,1.5866451,4.0020733,0.0,0.0,0.0
2021-08-27 23:00:00,0.0,0.0,0.0,3.053749,96601.14,0.0,25.581604,-1.4165039,-2.2101002,1.3990078,3.1014786,0.0,0.0,0.0
2021-08-28 00:00:00,0.0,0.0,0.0,2.3674388,96516.54,0.0,25.384613,0.7694416,-0.4781494,1.7967529,2.2304802,0.0,0.0,0.0
2021-08-28 01:00:00,0.0,0.0,0.0,3.3231049,96544.7,0.0,24.098724,2.5068855,1.2575436,1.576498,1.8730183,0.0,0.0,0.0
2021-08-28 02:00:00,0.0,0.0,0.0,3.7453742,96505.875,0.0,23.696747,3.1592655,2.1915894,1.4276371,1.842968,0.0,0.0,0.0
2021-08-28 03:00:00,0.0,0.0,0.0,3.438409,96474.85,0.0,24.012817,3.0544624,2.3048801,1.1516609,1.7197952,0.0,0.0,0.0
2021-08-28 04:00:00,0.0,0.0,0.0,3.3117297,96487.05,0.0,23.895721,2.909809,2.208393,0.9929619,1.4319916,0.0,0.0,0.0
2021-08-28 05:00:00,0.0,0.0,0.0,2.844221,96518.92,0.0,23.688995,2.4955864,1.4479561,0.8460331,1.0606174,0.0,0.0,0.0
2021-08-28 06:00:00,0.0,0.0,0.0,1.9729757,96591.05,0.0,24.018036,1.6590881,0.67731476,0.4458847,0.0022830963,0.0,0.0,0.0
2021-08-28 07:00:00,0.0,0.0,0.0,1.4974272,96616.45,0.0,23.458862,1.3911953,0.32183266,-0.11595154,-0.8386688,16.189193004010132,0.0,16.189193004010132
2021-08-28 08:00:00,0.0,0.0,0.0,1.995523,96693.55,0.0,24.58902,1.466217,0.5733547,-1.1996174,-2.0195827,193.54135318978328,444.7550729107272,73.78629887186635
2021-08-28 09:00:00,0.0,0.0,0.0,2.4405072,96716.58,0.0,28.934937,1.3299828,1.1370678,-1.1711483,-2.4276543,401.95267472549017,676.5174072109161,90.63511263149911
2021-08-28 10:00:00,0.0,0.0,0.0,2.810521,96763.81,0.0,31.223816,-0.29426956,-0.58320427,-1.7864132,-2.1703548,589.8728300606866,750.6575323974379,119.49406507159415
