T_B,T_S,prices,iter,sequence
"[310.0, 310.0, 310.0, 310.0]","[317.6, 317.3, 316.8, 316.3, 315.9, 315.7, 315.5, 315.3, 315.0, 314.7, 314.4, 314.1]","[18.21, 16.58, 16.27, 15.49]",60,"[[0, 1, 0], [1, 1, 1], [1, 1, 1], [1, 1, 1]]"
"[312.4, 313.9, 314.7, 314.7]","[310.5, 309.6, 308.9, 308.4, 308.2, 308.1, 308.0, 308.0, 308.0, 308.0, 308.0, 308.0]","[16.58, 16.27, 15.49, 14.64]",90,"[[1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1]]"
"[311.1, 311.3, 311.6, 311.8]","[310.5, 309.6, 308.9, 308.4, 308.2, 308.1, 308.0, 308.0, 308.0, 308.0, 308.0, 308.0]","[16.27, 15.49, 14.64, 18.93]",120,"[[1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0]]"
"[311.0, 311.0, 311.0, 311.0]","[310.5, 309.6, 308.9, 308.4, 308.2, 308.1, 308.0, 308.0, 308.0, 308.0, 308.0, 308.0]","[15.49, 14.64, 18.93, 45.56]",150,"[[1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 0]]"
"[321.4, 320.5, 319.5, 318.6]","[310.5, 309.6, 308.9, 308.4, 308.2, 308.1, 308.0, 308.0, 308.0, 308.0, 308.0, 308.0]","[14.64, 18.93, 45.56, 26.42]",180,"[[1, 1, 1], [1, 1, 1], [0, 0, 0], [1, 1, 1]]"
"[330.4, 329.5, 328.5, 327.6]","[310.5, 309.6, 308.9, 308.4, 308.2, 308.1, 308.0, 308.0, 308.0, 308.0, 308.0, 308.0]","[18.93, 45.56, 26.42, 18.0]",210,"[[1, 1, 1], [0, 0, 0], [1, 1, 1], [1, 1, 1]]"
"[333.6, 332.5, 331.1, 330.4]","[310.5, 309.6, 308.9, 308.4, 308.2, 308.1, 308.0, 308.0, 308.0, 308.0, 308.0, 308.0]","[45.56, 26.42, 18.0, 17.17]",240,"[[0, 0, 0], [1, 1, 1], [1, 1, 1], [1, 1, 1]]"
"[321.1, 315.8, 312.2, 311.5]","[308.6, 308.3, 308.1, 308.1, 308.0, 308.0, 308.0, 308.0, 308.0, 308.0, 308.0, 308.0]","[26.42, 18.0, 17.17, 16.19]",270,"[[1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1]]"
