,low_clouds,total_clouds,high_clouds,wind_speed_gust,pressure,mid_clouds,temp_air,v-component_of_wind_height_above_ground_0,v-component_of_wind_height_above_ground_1,u-component_of_wind_height_above_ground_0,u-component_of_wind_height_above_ground_1,ghi,dni,dhi
2021-08-20 14:00:00,4.0,4.0,0.0,5.9088016,96794.805,0.0,18.010986,1.7629299,2.5050602,4.555559,5.164837,856.514715304569,676.1479334293474,258.6933204581852
2021-08-20 15:00:00,7.0,7.0,0.0,6.9862733,96774.516,0.0,17.140106,1.735506,2.4478416,5.2603474,6.3915253,766.0590607484819,636.7481386124664,245.84346190232202
2021-08-20 16:00:00,13.0,13.0,0.0,8.007551,96794.125,0.0,15.945221,1.8848,2.663807,5.896332,7.2348843,615.69600450387,568.7361954366617,215.92572108795622
2021-08-20 17:00:00,15.0,15.0,0.0,8.467413,96748.21,0.0,15.207642,2.09062,3.021885,5.6821537,7.307518,450.7845324121396,509.64648588769717,170.63850168244596
2021-08-20 18:00:00,27.0,27.0,0.0,8.688391,96710.836,0.0,14.185425,2.1728477,3.3328743,5.1898537,7.199461,245.01370257435147,308.785296804661,131.4570978285564
2021-08-20 19:00:00,48.0,48.0,0.0,9.5249,96700.055,0.0,13.184784,2.69948,3.7728386,5.262085,7.5862694,63.782395075223604,31.04819474374924,58.51977572115745
2021-08-20 20:00:00,53.0,53.0,0.0,9.017815,96712.66,0.0,12.76123,2.846428,4.247267,4.83572,7.084358,0.0,0.0,0.0
2021-08-20 21:00:00,28.0,28.0,0.0,9.0846615,96658.33,0.0,12.5354,3.4851646,5.4440002,4.045223,6.6004906,0.0,0.0,0.0
2021-08-20 22:00:00,86.0,86.0,0.0,9.30848,96662.06,0.0,12.510132,3.2981434,5.1698494,4.581362,6.909521,0.0,0.0,0.0
2021-08-20 23:00:00,98.0,98.0,0.0,9.301867,96633.46,0.0,12.571259,3.7240849,5.4677696,4.58469,6.857826,0.0,0.0,0.0
2021-08-21 00:00:00,100.0,100.0,0.0,9.175775,96634.375,0.0,12.549438,2.4946442,3.608427,5.5548344,7.765106,0.0,0.0,0.0
2021-08-21 01:00:00,100.0,100.0,0.0,9.43609,96630.125,0.0,12.4418335,2.8134365,4.1999474,5.646475,7.727928,0.0,0.0,0.0
2021-08-21 02:00:00,100.0,100.0,0.0,8.393828,96613.12,0.0,12.486511,2.6807423,4.2130527,4.8507633,6.6853905,0.0,0.0,0.0
2021-08-21 03:00:00,100.0,100.0,0.0,7.5255833,96616.5,0.0,12.398315,2.828989,3.9435291,4.084095,5.7199936,0.0,0.0,0.0
2021-08-21 04:00:00,100.0,100.0,0.0,6.623337,96608.9,0.0,12.380615,2.3282967,3.149166,3.4637642,4.943758,0.0,0.0,0.0
2021-08-21 05:00:00,100.0,100.0,0.0,6.2791824,96612.13,0.0,12.279266,2.6413498,3.3785763,2.8483772,4.0638695,0.0,0.0,0.0
2021-08-21 06:00:00,100.0,100.0,0.0,6.4199076,96594.9,0.0,12.17038,2.4247704,3.2941818,3.1229076,4.332241,0.0,0.0,0.0
