,low_clouds,total_clouds,high_clouds,wind_speed_gust,pressure,mid_clouds,temp_air,v-component_of_wind_height_above_ground_0,v-component_of_wind_height_above_ground_1,u-component_of_wind_height_above_ground_0,u-component_of_wind_height_above_ground_1,ghi,dni,dhi
2021-07-19 21:00:00,0.0,0.0,0.0,4.891542,97396.41,0.0,16.718018,3.1341963,3.2619019,2.4022274,3.2861118,0.0,0.0,0.0
2021-07-19 22:00:00,0.0,0.0,0.0,7.1612153,97403.83,0.0,15.278717,4.1185703,5.1310196,3.793294,4.914587,0.0,0.0,0.0
2021-07-19 23:00:00,0.0,0.0,0.0,8.610848,97419.2,0.0,14.283478,4.64639,6.427557,4.1111603,5.6308537,0.0,0.0,0.0
2021-07-20 00:00:00,0.0,0.0,0.0,8.914953,97392.39,0.0,13.73407,4.9755707,6.5436726,3.9955215,6.054659,0.0,0.0,0.0
2021-07-20 01:00:00,0.0,0.0,0.0,8.072563,97372.68,0.0,14.049866,4.528618,5.785328,3.569069,5.5061455,0.0,0.0,0.0
2021-07-20 02:00:00,0.0,0.0,0.0,7.936024,97314.484,0.0,13.449921,4.623869,5.8706646,3.4393978,5.229288,0.0,0.0,0.0
2021-07-20 03:00:00,2.0,2.0,0.0,7.5002503,97367.46,0.0,12.5381775,4.9794006,5.7018776,3.2279568,4.7469273,0.0,0.0,0.0
2021-07-20 04:00:00,3.0,3.0,0.0,7.1595674,97352.29,0.0,12.3064575,4.936096,5.7073154,2.8627806,4.100686,0.0,0.0,0.0
2021-07-20 05:00:00,1.0,1.0,0.0,7.126198,97382.47,0.0,12.612213,4.791479,5.6549873,2.9377651,4.0028954,0.0,0.0,0.0
2021-07-20 06:00:00,1.0,1.0,0.0,7.17213,97391.734,0.0,12.30423,4.826029,5.7937813,2.656744,3.9880753,0.0,0.0,0.0
2021-07-20 07:00:00,1.0,1.0,0.0,6.9756083,97436.61,0.0,12.949005,4.8032436,5.556118,2.8715286,4.044716,87.22052062557397,192.27276471613044,55.34238161036294
2021-07-20 08:00:00,0.0,0.0,0.0,6.165949,97505.88,0.0,14.72641,4.4204254,4.899864,2.739666,3.5912266,283.12353402927994,549.4743429870077,86.26002709325402
2021-07-20 09:00:00,0.0,0.0,0.0,5.666292,97540.664,0.0,16.163483,4.3228207,4.651436,2.5631657,3.2498875,484.0348417049171,702.634272336584,103.88208793907683
2021-07-20 10:00:00,0.0,0.0,0.0,5.6458826,97566.12,0.0,18.170013,4.1485233,4.523159,2.6423864,3.2738962,664.132354617893,743.1006343835558,142.7549883160426
2021-07-20 11:00:00,0.0,0.0,0.0,5.2592196,97543.17,0.0,20.23346,3.6371994,4.0747795,2.9395714,3.2937832,808.1606821973039,744.7861257837062,190.67458366892504
2021-07-20 12:00:00,0.0,0.0,0.0,5.244639,97520.27,0.0,22.060822,3.6766891,3.9144573,3.0435257,3.4367828,905.2506468654465,734.8261342638053,233.1005793208932
2021-07-20 13:00:00,0.0,0.0,0.0,5.413003,97477.42,0.0,23.414581,3.1673489,3.5462494,3.5836658,4.1166534,948.3487832271582,727.9613172242464,254.84797843307354
