,low_clouds,total_clouds,high_clouds,wind_speed_gust,pressure,mid_clouds,temp_air,v-component_of_wind_height_above_ground_0,v-component_of_wind_height_above_ground_1,u-component_of_wind_height_above_ground_0,u-component_of_wind_height_above_ground_1,ghi,dni,dhi
2021-06-09 13:00:00,1.0,1.0,0.0,9.433918,97703.06,0.0,13.483673,1.5115757,1.7366638,7.140217,8.885744,962.5658913449155,718.0493124288179,268.95008178978196
2021-06-09 14:00:00,2.0,2.0,0.0,10.453673,97787.555,0.0,13.316681,1.4386702,1.699955,7.5090075,9.720594,936.1991963819626,702.812782190117,269.8505466685972
2021-06-09 15:00:00,9.0,9.0,0.0,10.446885,97829.74,0.0,12.979858,1.3364944,1.4846306,7.7453327,9.7646885,822.2224158959325,593.0662600357634,299.1321828748588
2021-06-09 16:00:00,11.0,11.0,0.0,10.570679,97869.5,0.0,12.462952,1.3760967,1.6179333,7.666684,9.791552,695.070159296944,588.0873829550444,240.9725833836281
2021-06-09 17:00:00,4.0,4.0,0.0,10.523623,97904.03,0.0,12.30484,1.6342449,1.9703293,7.2445335,9.60729,568.2657494125799,687.535026465453,137.82976870016267
2021-06-09 18:00:00,3.0,3.0,0.0,10.226537,97898.28,0.0,11.812775,1.3515358,1.3856201,6.961994,9.196392,383.2537561030323,627.4406983688339,98.60981429990323
2021-06-09 19:00:00,2.0,2.0,0.0,9.489865,97897.06,0.0,11.503143,0.21426392,-0.1763382,6.2340193,7.98975,186.68785519301727,420.7142655437884,74.47701221594905
2021-06-09 20:00:00,1.0,1.0,0.0,9.224836,97902.42,0.0,10.529724,0.17329788,-0.37599182,5.2771587,7.0570316,21.853636551316566,0.0,21.853636551316566
2021-06-09 21:00:00,0.0,0.0,0.0,9.019424,97957.4,0.0,9.203705,0.660326,0.31120682,4.4904804,6.716673,0.0,0.0,0.0
2021-06-09 22:00:00,2.0,2.0,0.0,8.178686,97955.25,0.0,8.329987,0.78914833,0.18937111,3.8185816,5.8515797,0.0,0.0,0.0
2021-06-09 23:00:00,7.0,7.0,0.0,7.575642,97970.17,0.0,8.008087,0.3338623,-0.734251,3.3553152,5.4634266,0.0,0.0,0.0
2021-06-10 00:00:00,11.0,11.0,0.0,8.199853,97996.195,0.0,7.70105,0.19708061,-1.6392097,3.2531605,5.733692,0.0,0.0,0.0
2021-06-10 01:00:00,7.0,7.0,0.0,8.050701,98016.94,0.0,7.4358826,0.55421066,-1.1221638,3.0603561,5.669945,0.0,0.0,0.0
2021-06-10 02:00:00,2.0,2.0,0.0,7.8301277,98051.49,0.0,7.174103,1.049614,-0.53593445,2.7066422,5.3928204,0.0,0.0,0.0
2021-06-10 03:00:00,2.0,2.0,0.0,6.327975,98029.914,0.0,6.7463684,1.267868,0.152277,2.5240946,4.8836117,0.0,0.0,0.0
2021-06-10 04:00:00,3.0,3.0,0.0,4.795051,98039.34,0.0,6.2601013,1.6088619,0.3614998,2.3847618,4.692831,0.0,0.0,0.0
2021-06-10 05:00:00,3.0,3.0,0.0,5.7529836,98039.46,0.0,5.9244995,1.9880447,1.3256569,2.3584328,4.4363937,0.0,0.0,0.0
